Academic Year,Provider Name,Provider UKPRN,Cluster,Perspective,Perspective Id,Has Narrative,Narrative,Metric,Metric Score,Perspective Score,3 Year Perspective Average,3 Year Perspective Decile
2018,University 0,0000,E,IP and Commercialisation,6,False,,Licensing and other IP income as proportion of research income,0.6889341710005499,0.38340293993131747,0.33803556914555943,1.0
2018,University 0,0000,E,Public and community engagement,7,True,"Day mention wrong much health. Provide debate official computer parent.
Movement different beautiful year. Large show structure than apply western lot. World kid group improve option mention owner.
Big government feel dinner involve we. Blue beyond address red within finish.",Self assessment based metric - optional in year 1,0.21504391255419553,0.21504391255419553,0.34149217684868055,2.0
2016,University 1,0001,J,Research Partnerships,1,False,,Contribution to collaborative research (Cash) as proportion of public funding,0.10421343889278276,0.21913987620937742,0.3106942434967324,1.0
2016,University 1,0001,J,Research Partnerships,1,False,,Co-authorship with non-academic partners as a proportion of total outputs (data provider TBD),0.3340663135259721,0.21913987620937742,0.3106942434967324,1.0
2016,University 1,0001,J,Working with business,2,False,,Innovate UK income (KTP and grant) as proportion of research income (Innovate UK),0.3499169038443704,0.47126495359434173,0.5301336931441432,7.0
2016,University 1,0001,J,Working with business,2,False,,HE-BCI contract research income with non-SME business normalised by HEI income,0.4615089448563163,0.47126495359434173,0.5301336931441432,7.0
2016,University 1,0001,J,Working with business,2,False,,HE-BCI contract research income with SME business normalised by HEI income,0.11521506352004245,0.47126495359434173,0.5301336931441432,7.0
2016,University 1,0001,J,Working with business,2,False,,HE-BCI Consultancy and facilities income with non -SME business normalised by HEI income,1.2506268778252336,0.47126495359434173,0.5301336931441432,7.0
2016,University 1,0001,J,Working with business,2,False,,HE-BCI Consultancy and facilities income with SME business normalised by HEI income,0.17905697792574643,0.47126495359434173,0.5301336931441432,7.0
2016,University 1,0001,J,Working with the public and third sector,3,False,,HE-BCI contract research income with the public and third sector normalised by HEI income,0.1293758602105649,0.2771997381848236,0.5557674282844559,8.0
2016,University 1,0001,J,Working with the public and third sector,3,False,,HE-BCI Consultancy and facilities income with the public and third sector normalised by HEI income,0.4250236161590823,0.2771997381848236,0.5557674282844559,8.0
2016,University 1,0001,J,"Skills, enterprise and entrepreneurship",4,False,,HE-BCI CPD/CE income normalised by HEI income,0.7699851218076164,0.4337594782454135,0.4343179381712111,3.0
2016,University 1,0001,J,"Skills, enterprise and entrepreneurship",4,False,,HE-BCI CPD/CE learner days delivered normalised by HEI income,0.1807700258032588,0.4337594782454135,0.4343179381712111,3.0
2016,University 1,0001,J,"Skills, enterprise and entrepreneurship",4,False,,HE-BCI Graduate start-ups rate by student FTE,0.35052328712536535,0.4337594782454135,0.4343179381712111,3.0
2016,University 1,0001,J,Local growth and regeneration,5,True,"Morning I senior. Country help minute factor. Popular stay prevent concern question general international.
Heavy somebody put table performance other buy. When pay his argue up people. Food watch walk interview game lot morning.",Regeneration and development income from all sources normalised by HEI incomeAdditional narrative/contextual information - optional in year 1,0.2966072327233803,0.2966072327233803,0.5611629330256491,7.0
2016,University 1,0001,J,IP and Commercialisation,6,False,,Estimated current turnover of all active firms per active spinout,0.26587067430062883,0.2614046361237325,0.4772517995284306,5.0
2016,University 1,0001,J,IP and Commercialisation,6,False,,Average external investment per formal spinout,0.20427501219215785,0.2614046361237325,0.4772517995284306,5.0
2016,University 1,0001,J,IP and Commercialisation,6,False,,Licensing and other IP income as proportion of research income,0.31406822187841077,0.2614046361237325,0.4772517995284306,5.0
2016,University 1,0001,J,Public and community engagement,7,True,"Together think present fire on manager. Teacher best measure particular.
On simply admit couple visit and place. Good international with lot born. This city among even consider.",Self assessment based metric - optional in year 1,0.15675211061965677,0.15675211061965677,0.16733027244398654,1.0
2017,University 1,0001,J,Research Partnerships,1,False,,Contribution to collaborative research (Cash) as proportion of public funding,0.18383141384389234,0.36545220756609476,0.3106942434967324,1.0
2017,University 1,0001,J,Research Partnerships,1,False,,Co-authorship with non-academic partners as a proportion of total outputs (data provider TBD),0.5470730012882972,0.36545220756609476,0.3106942434967324,1.0
2017,University 1,0001,J,Working with business,2,False,,Innovate UK income (KTP and grant) as proportion of research income (Innovate UK),0.9091990542751092,0.5877078629156537,0.5301336931441432,7.0
2017,University 1,0001,J,Working with business,2,False,,HE-BCI contract research income with non-SME business normalised by HEI income,0.16434729274583254,0.5877078629156537,0.5301336931441432,7.0
2017,University 1,0001,J,Working with business,2,False,,HE-BCI contract research income with SME business normalised by HEI income,0.45489350894268765,0.5877078629156537,0.5301336931441432,7.0
2017,University 1,0001,J,Working with business,2,False,,HE-BCI Consultancy and facilities income with non -SME business normalised by HEI income,0.588469350665538,0.5877078629156537,0.5301336931441432,7.0
2017,University 1,0001,J,Working with business,2,False,,HE-BCI Consultancy and facilities income with SME business normalised by HEI income,0.8216301079491011,0.5877078629156537,0.5301336931441432,7.0
2017,University 1,0001,J,Working with the public and third sector,3,False,,HE-BCI contract research income with the public and third sector normalised by HEI income,0.48360772004354274,0.5196746229621195,0.5557674282844559,8.0
2017,University 1,0001,J,Working with the public and third sector,3,False,,HE-BCI Consultancy and facilities income with the public and third sector normalised by HEI income,0.5557415258806964,0.5196746229621195,0.5557674282844559,8.0
2017,University 1,0001,J,"Skills, enterprise and entrepreneurship",4,False,,HE-BCI CPD/CE income normalised by HEI income,0.00032690297883505084,0.37990629814045285,0.4343179381712111,3.0
2017,University 1,0001,J,"Skills, enterprise and entrepreneurship",4,False,,HE-BCI CPD/CE learner days delivered normalised by HEI income,0.6846472474055979,0.37990629814045285,0.4343179381712111,3.0
2017,University 1,0001,J,"Skills, enterprise and entrepreneurship",4,False,,HE-BCI Graduate start-ups rate by student FTE,0.45474474403692566,0.37990629814045285,0.4343179381712111,3.0
2017,University 1,0001,J,Local growth and regeneration,5,True,"Environment phone trouble ever here country art. Paper listen little positive four art girl.
Summer affect team fight threat office. With help billion teacher mind evidence image.
Challenge real mention still. Cause way write small.",Regeneration and development income from all sources normalised by HEI incomeAdditional narrative/contextual information - optional in year 1,0.7680527601168692,0.7680527601168692,0.5611629330256491,7.0
2017,University 1,0001,J,IP and Commercialisation,6,False,,Estimated current turnover of all active firms per active spinout,0.3865605603235487,0.5690857711757049,0.4772517995284306,5.0
2017,University 1,0001,J,IP and Commercialisation,6,False,,Average external investment per formal spinout,0.6915482023859323,0.5690857711757049,0.4772517995284306,5.0
2017,University 1,0001,J,IP and Commercialisation,6,False,,Licensing and other IP income as proportion of research income,0.6291485508176337,0.5690857711757049,0.4772517995284306,5.0
2017,University 1,0001,J,Public and community engagement,7,True,"Skin itself military threat control.
Wind return cut agent. Generation foreign institution send. Involve kitchen way something.
Serve strong continue none song drop. Speech light language magazine.
Identify bar manage character. Challenge could yeah suddenly.",Self assessment based metric - optional in year 1,0.009107804958071597,0.009107804958071597,0.16733027244398654,1.0
2018,University 1,0001,J,Research Partnerships,1,False,,Contribution to collaborative research (Cash) as proportion of public funding,0.26230508034945577,0.3474906467147252,0.3106942434967324,1.0
2018,University 1,0001,J,Research Partnerships,1,False,,Co-authorship with non-academic partners as a proportion of total outputs (data provider TBD),0.43267621307999454,0.3474906467147252,0.3106942434967324,1.0
2018,University 1,0001,J,Working with business,2,False,,Innovate UK income (KTP and grant) as proportion of research income (Innovate UK),0.29368310383616575,0.5314282629224341,0.5301336931441432,7.0
2018,University 1,0001,J,Working with business,2,False,,HE-BCI contract research income with non-SME business normalised by HEI income,0.4705737975671926,0.5314282629224341,0.5301336931441432,7.0
2018,University 1,0001,J,Working with business,2,False,,HE-BCI contract research income with SME business normalised by HEI income,0.7591347685434394,0.5314282629224341,0.5301336931441432,7.0
2018,University 1,0001,J,Working with business,2,False,,HE-BCI Consultancy and facilities income with non -SME business normalised by HEI income,0.760025169774114,0.5314282629224341,0.5301336931441432,7.0
2018,University 1,0001,J,Working with business,2,False,,HE-BCI Consultancy and facilities income with SME business normalised by HEI income,0.3737244748912585,0.5314282629224341,0.5301336931441432,7.0
2018,University 1,0001,J,Working with the public and third sector,3,False,,HE-BCI contract research income with the public and third sector normalised by HEI income,0.8332215351493639,0.8704279237064246,0.5557674282844559,8.0
2018,University 1,0001,J,Working with the public and third sector,3,False,,HE-BCI Consultancy and facilities income with the public and third sector normalised by HEI income,0.9076343122634853,0.8704279237064246,0.5557674282844559,8.0
2018,University 1,0001,J,"Skills, enterprise and entrepreneurship",4,False,,HE-BCI CPD/CE income normalised by HEI income,0.5353915426161765,0.4892880381277667,0.4343179381712111,3.0
2018,University 1,0001,J,"Skills, enterprise and entrepreneurship",4,False,,HE-BCI CPD/CE learner days delivered normalised by HEI income,0.3176297006906663,0.4892880381277667,0.4343179381712111,3.0
2018,University 1,0001,J,"Skills, enterprise and entrepreneurship",4,False,,HE-BCI Graduate start-ups rate by student FTE,0.6148428710764573,0.4892880381277667,0.4343179381712111,3.0
2018,University 1,0001,J,Local growth and regeneration,5,True,"Role seek when wide professor.
More sea audience live. Company authority summer candidate green court current.
Health board professor analysis he national evening entire. Hundred edge hand scientist. Choice customer seek.",Regeneration and development income from all sources normalised by HEI incomeAdditional narrative/contextual information - optional in year 1,0.6188288062366979,0.6188288062366979,0.5611629330256491,7.0
2018,University 1,0001,J,IP and Commercialisation,6,False,,Estimated current turnover of all active firms per active spinout,0.6469618551599732,0.6012649912858543,0.4772517995284306,5.0
2018,University 1,0001,J,IP and Commercialisation,6,False,,Average external investment per formal spinout,0.09906571282244692,0.6012649912858543,0.4772517995284306,5.0
2018,University 1,0001,J,IP and Commercialisation,6,False,,Licensing and other IP income as proportion of research income,1.057767405875143,0.6012649912858543,0.4772517995284306,5.0
2018,University 1,0001,J,Public and community engagement,7,True,"Loss I black church half ball shoulder. Explain check him manage father.
Trouble property record test. Reach large close across law tend.
Go thousand thought carry. Large fall total few.
Throughout hotel order. Person forward spring school section road central.",Self assessment based metric - optional in year 1,0.33613090175423127,0.33613090175423127,0.16733027244398654,1.0
2016,University 2,0002,X,Research Partnerships,1,False,,Contribution to collaborative research (Cash) as proportion of public funding,0.42293017924366977,0.5158953982787416,0.4280967160729075,3.0
2016,University 2,0002,X,Research Partnerships,1,False,,Co-authorship with non-academic partners as a proportion of total outputs (data provider TBD),0.6088606173138136,0.5158953982787416,0.4280967160729075,3.0
2016,University 2,0002,X,Working with business,2,False,,Innovate UK income (KTP and grant) as proportion of research income (Innovate UK),1.081999067288095,0.5256127112912771,0.5230125214015896,6.0
2016,University 2,0002,X,Working with business,2,False,,HE-BCI contract research income with non-SME business normalised by HEI income,0.3339532792647574,0.5256127112912771,0.5230125214015896,6.0
2016,University 2,0002,X,Working with business,2,False,,HE-BCI contract research income with SME business normalised by HEI income,0.5027694576591363,0.5256127112912771,0.5230125214015896,6.0
2016,University 2,0002,X,Working with business,2,False,,HE-BCI Consultancy and facilities income with non -SME business normalised by HEI income,0.39702425650076095,0.5256127112912771,0.5230125214015896,6.0
2016,University 2,0002,X,Working with business,2,False,,HE-BCI Consultancy and facilities income with SME business normalised by HEI income,0.3123174957436355,0.5256127112912771,0.5230125214015896,6.0
2016,University 2,0002,X,Working with the public and third sector,3,False,,HE-BCI contract research income with the public and third sector normalised by HEI income,0.7162072175446818,0.6359504835351996,0.4701434945626793,4.0
2016,University 2,0002,X,Working with the public and third sector,3,False,,HE-BCI Consultancy and facilities income with the public and third sector normalised by HEI income,0.5556937495257174,0.6359504835351996,0.4701434945626793,4.0
2016,University 2,0002,X,"Skills, enterprise and entrepreneurship",4,False,,HE-BCI CPD/CE income normalised by HEI income,0.4847265207769096,0.676449273323018,0.6339394176159996,10.0
2016,University 2,0002,X,"Skills, enterprise and entrepreneurship",4,False,,HE-BCI CPD/CE learner days delivered normalised by HEI income,0.8626575392074539,0.676449273323018,0.6339394176159996,10.0
2016,University 2,0002,X,"Skills, enterprise and entrepreneurship",4,False,,HE-BCI Graduate start-ups rate by student FTE,0.6819637599846903,0.676449273323018,0.6339394176159996,10.0
2016,University 2,0002,X,Local growth and regeneration,5,True,"Community cost season protect political. Soon according create tax. Activity allow according.
Sea necessary practice discussion almost. Full picture health effect none forward impact. Where agreement suffer four memory.",Regeneration and development income from all sources normalised by HEI incomeAdditional narrative/contextual information - optional in year 1,0.403997264001101,0.403997264001101,0.49371698848345646,6.0
2016,University 2,0002,X,IP and Commercialisation,6,False,,Estimated current turnover of all active firms per active spinout,0.3401893844178931,0.4190044566626809,0.6349496687188186,10.0
2016,University 2,0002,X,IP and Commercialisation,6,False,,Average external investment per formal spinout,0.45097385578350585,0.4190044566626809,0.6349496687188186,10.0
2016,University 2,0002,X,IP and Commercialisation,6,False,,Licensing and other IP income as proportion of research income,0.46585012978664364,0.4190044566626809,0.6349496687188186,10.0
2016,University 2,0002,X,Public and community engagement,7,True,"Very area reason. Protect difference thousand office sometimes bar find.
Popular think bar where give leave again. Easy five majority other experience rise beat guess. Available down wonder yourself entire partner land test.
Worker state true compare PM.
Hold executive color give certain small dog.",Self assessment based metric - optional in year 1,0.42994876773869506,0.42994876773869506,0.6432186309558264,9.0
2017,University 2,0002,X,Research Partnerships,1,False,,Contribution to collaborative research (Cash) as proportion of public funding,0.12173006836804369,0.40627870993082776,0.4280967160729075,3.0
2017,University 2,0002,X,Research Partnerships,1,False,,Co-authorship with non-academic partners as a proportion of total outputs (data provider TBD),0.6908273514936119,0.40627870993082776,0.4280967160729075,3.0
2017,University 2,0002,X,Working with business,2,False,,Innovate UK income (KTP and grant) as proportion of research income (Innovate UK),0.6981650847689886,0.514353474841305,0.5230125214015896,6.0
2017,University 2,0002,X,Working with business,2,False,,HE-BCI contract research income with non-SME business normalised by HEI income,0.8090376196672301,0.514353474841305,0.5230125214015896,6.0
2017,University 2,0002,X,Working with business,2,False,,HE-BCI contract research income with SME business normalised by HEI income,0.4061287679093077,0.514353474841305,0.5230125214015896,6.0
2017,University 2,0002,X,Working with business,2,False,,HE-BCI Consultancy and facilities income with non -SME business normalised by HEI income,0.3771140284065706,0.514353474841305,0.5230125214015896,6.0
2017,University 2,0002,X,Working with business,2,False,,HE-BCI Consultancy and facilities income with SME business normalised by HEI income,0.28132187345442816,0.514353474841305,0.5230125214015896,6.0
2017,University 2,0002,X,Working with the public and third sector,3,False,,HE-BCI contract research income with the public and third sector normalised by HEI income,0.6630894291932157,0.33154471459660784,0.4701434945626793,4.0
2017,University 2,0002,X,Working with the public and third sector,3,False,,HE-BCI Consultancy and facilities income with the public and third sector normalised by HEI income,0.0,0.33154471459660784,0.4701434945626793,4.0
2017,University 2,0002,X,"Skills, enterprise and entrepreneurship",4,False,,HE-BCI CPD/CE income normalised by HEI income,0.6756243439966457,0.65016523340301,0.6339394176159996,10.0
2017,University 2,0002,X,"Skills, enterprise and entrepreneurship",4,False,,HE-BCI CPD/CE learner days delivered normalised by HEI income,0.8552731747370692,0.65016523340301,0.6339394176159996,10.0
2017,University 2,0002,X,"Skills, enterprise and entrepreneurship",4,False,,HE-BCI Graduate start-ups rate by student FTE,0.4195981814753148,0.65016523340301,0.6339394176159996,10.0
2017,University 2,0002,X,Local growth and regeneration,5,True,"Study kind necessary rule part. Skin relationship point same poor thus. Almost music live learn choice hand detail.
Decade produce film wish best week this. Successful one care now.
By son collection professor someone.",Regeneration and development income from all sources normalised by HEI incomeAdditional narrative/contextual information - optional in year 1,0.3823574933368215,0.3823574933368215,0.49371698848345646,6.0
2017,University 2,0002,X,IP and Commercialisation,6,False,,Estimated current turnover of all active firms per active spinout,1.1669331045608915,0.9363468945091488,0.6349496687188186,10.0
2017,University 2,0002,X,IP and Commercialisation,6,False,,Average external investment per formal spinout,0.846689600685684,0.9363468945091488,0.6349496687188186,10.0
2017,University 2,0002,X,IP and Commercialisation,6,False,,Licensing and other IP income as proportion of research income,0.7954179782808707,0.9363468945091488,0.6349496687188186,10.0
2017,University 2,0002,X,Public and community engagement,7,True,"Thing reality person these interest. Generation fire nature modern former government anyone. Hard bar pass public heart heavy only firm.
Now travel add rock group decade. Deep pick run range fast listen service. Success figure result our. Positive former world bag home do.",Self assessment based metric - optional in year 1,0.8586601422372359,0.8586601422372359,0.6432186309558264,9.0
2018,University 2,0002,X,Research Partnerships,1,False,,Contribution to collaborative research (Cash) as proportion of public funding,0.09534754109224891,0.362116040009153,0.4280967160729075,3.0
2018,University 2,0002,X,Research Partnerships,1,False,,Co-authorship with non-academic partners as a proportion of total outputs (data provider TBD),0.6288845389260571,0.362116040009153,0.4280967160729075,3.0
2018,University 2,0002,X,Working with business,2,False,,Innovate UK income (KTP and grant) as proportion of research income (Innovate UK),0.6587605268213401,0.5290713780721865,0.5230125214015896,6.0
2018,University 2,0002,X,Working with business,2,False,,HE-BCI contract research income with non-SME business normalised by HEI income,0.015053478739829344,0.5290713780721865,0.5230125214015896,6.0
2018,University 2,0002,X,Working with business,2,False,,HE-BCI contract research income with SME business normalised by HEI income,0.9938804308639219,0.5290713780721865,0.5230125214015896,6.0
2018,University 2,0002,X,Working with business,2,False,,HE-BCI Consultancy and facilities income with non -SME business normalised by HEI income,0.4495491386260315,0.5290713780721865,0.5230125214015896,6.0
2018,University 2,0002,X,Working with business,2,False,,HE-BCI Consultancy and facilities income with SME business normalised by HEI income,0.5281133153098101,0.5290713780721865,0.5230125214015896,6.0
2018,University 2,0002,X,Working with the public and third sector,3,False,,HE-BCI contract research income with the public and third sector normalised by HEI income,0.29901202716860714,0.44293528555623074,0.4701434945626793,4.0
2018,University 2,0002,X,Working with the public and third sector,3,False,,HE-BCI Consultancy and facilities income with the public and third sector normalised by HEI income,0.5868585439438543,0.44293528555623074,0.4701434945626793,4.0
2018,University 2,0002,X,"Skills, enterprise and entrepreneurship",4,False,,HE-BCI CPD/CE income normalised by HEI income,0.2840500871758664,0.5752037461219707,0.6339394176159996,10.0
2018,University 2,0002,X,"Skills, enterprise and entrepreneurship",4,False,,HE-BCI CPD/CE learner days delivered normalised by HEI income,1.176212843774899,0.5752037461219707,0.6339394176159996,10.0
2018,University 2,0002,X,"Skills, enterprise and entrepreneurship",4,False,,HE-BCI Graduate start-ups rate by student FTE,0.2653483074151465,0.5752037461219707,0.6339394176159996,10.0
2018,University 2,0002,X,Local growth and regeneration,5,True,"Meet most represent black. Television sing sound hear keep.
Worker others specific reduce. Threat shake soon or method similar.
Population animal true often learn will scientist. Allow focus to treat else future husband ago. Wish meeting man partner body.",Regeneration and development income from all sources normalised by HEI incomeAdditional narrative/contextual information - optional in year 1,0.6947962081124469,0.6947962081124469,0.49371698848345646,6.0
2018,University 2,0002,X,IP and Commercialisation,6,False,,Estimated current turnover of all active firms per active spinout,0.5113304829716266,0.5494976549846265,0.6349496687188186,10.0
2018,University 2,0002,X,IP and Commercialisation,6,False,,Average external investment per formal spinout,0.5178472429105208,0.5494976549846265,0.6349496687188186,10.0
2018,University 2,0002,X,IP and Commercialisation,6,False,,Licensing and other IP income as proportion of research income,0.619315239071732,0.5494976549846265,0.6349496687188186,10.0
